title,author,url,source,category,fact
The Steam Deck OLED arrives November 16 with an improved screen and longer battery life,"Jessica Conditt,Aaron Souppouris",https://www.engadget.com/the-steam-deck-oled-arrives-november-16-with-an-improved-screen-and-longer-battery-life-180032945.html?src=rss,Engadget,technology,"For now, Griffais explained, it's important to Valve that developers don't need to ""split their attention"" between different performance targets."
Steam Deck OLED review: It's just better,Jessica Conditt,https://www.engadget.com/steam-deck-oled-review-its-just-better-180038030.html?src=rss,Engadget,technology,"The Steam Deck OLED will go on sale on November 16th at 1pm ET, and Valve has units ready to ship that same day."
The Steam Deck OLED arrives November 16 with an improved screen and longer battery life,"Jessica Conditt,Aaron Souppouris",https://www.engadget.com/the-steam-deck-oled-arrives-november-16-with-an-improved-screen-and-longer-battery-life-180032945.html?src=rss,Engadget,technology,"For now, Griffais explained, it's important to Valve that developers don't need to ""split their attention"" between different performance targets."
The Steam Deck OLED improves much more than its screen,Chris Plante,https://www.polygon.com/reviews/23950861/steam-deck-oled-review-valve-handheld-gaming,Polygon,entertainment,"Since the original Steam Deck launched, Valve has been improving the hardware through updates — its team estimates around 300 to date."
Steam Deck OLED review: It's just better,Jessica Conditt,https://www.engadget.com/steam-deck-oled-review-its-just-better-180038030.html?src=rss,Engadget,technology,"The Steam Deck OLED will go on sale on November 16th at 1pm ET, and Valve has units ready to ship that same day."
"Inter Miami vs FC Cincinnati live score, result, updates, highlights with Lionel Messi's MLS playoffs on line",Kyle Bonn,https://www.sportingnews.com/us/soccer/news/inter-miami-vs-fc-cincinnati-live-score-result-highlights-mls/6288f57a14a413f02512e266,Sporting News,sports,"FC Cincinnati won the Supporters' Shield as the regular season champion, confirmed on Wednesday despite suffering defeat."
"City old boy has final say for Chelsea in eight-goal thriller, supreme Salah leads Liverpool surge",News,https://www.theroar.com.au/2023/11/13/city-old-boy-has-final-say-for-chelsea-in-eight-goal-thriller-supreme-salah-leads-liverpool-surge/,The Roar | Sports Writers Blog,sports,"Aston Villa moved to fifth, three points off the top, with their 3-1 win over Fulham at Villa Park, courtsey of an own goal from Antonee Robinson before strikes from John McGinn and Ollie Watkins."
"In the end, the FTX trial was about the friends screwed along the way",Elizabeth Lopatto,https://www.theverge.com/2023/10/26/23931777/ftx-sam-bankman-fried-prosecution-case-friends-family,The Verge,technology,Wang testified that he heard Bankman-Fried tell another trader that it was okay to continue withdrawing money from the account as long as the amount was less than FTX’s total trading revenue.
"Sex, Signal messages, and sabotaging FTX's code: SBF execs and Bahamas roommates tell all in court",,https://www.cnbc.com/2023/10/06/sex-signal-messages-and-sabotaging-ftxs-code-sbf-criminal-trial.html,Cnbc | World Business News Leader,business,"During cross-examination, Huang said Paradigm pressed Bankman-Fried on the board issue and was told he didn't want investors as directors but he did plan on having a board with experts."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
Sam Bankman-Fried was a terrible boyfriend,Elizabeth Lopatto,https://www.theverge.com/2023/10/10/23912036/sam-bankman-fried-ftx-caroline-ellison-alameda-research,The Verge,technology,"It was Bankman-Fried’s decision, she said, as he was the CEO of FTX."
Sam Bankman-Fried didn’t ask where the $8 billion went,Elizabeth Lopatto,https://www.theverge.com/2023/10/31/23940814/sam-bankman-fried-ftx-alameda-customer-funds-fraud-trial,The Verge,technology,"It was not until Judge Lewis Kaplan intervened to ask if Bankman-Fried had ever been told by Yedidia about that money, in words or in substance, that Bankman-Fried admitted he’d been told."
SBF Trial: The latest updates from the FTX collapse’s courtroom drama,Morgan Little,https://techcrunch.com/2023/10/06/sbf-trial-the-latest-updates-from-the-ftx-collapses-courtroom-drama/,TechCrunch,technology,"The second week of the trial’s standout testimony came from Alameda Research’s former CEO Caroline Ellison, who claimed she took $14 billion from customers to repay debts to lenders, using them as a line of credit under the instruction of SBF."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
5 things we learned so far about the Google antitrust case,Rebecca Bellan,https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/,TechCrunch,technology,The agreement also meant that Apple never switched to a Google competitor or allowed users to choose their browser when setting up their iPhones.
Why the Apple Watch is being banned — and how Apple can avoid it,Victoria Song,https://www.theverge.com/24006607/apple-watch-series-9-ultra-2-itc-import-ban,The Verge,technology,"Apple has already indicated that it plans to appeal, but appealing is a lengthy process that can take around 18 months."
Tim Sweeney on Epic’s victory royale over Google,Sean Hollister,https://www.theverge.com/23996474/epic-tim-sweeney-interview-win-google-antitrust-lawsuit-district-court,The Verge,technology,"They use their store, their payments, they force developers to all have the same terms, they force OEMs and carriers to all have the same terms."
When pop culture and sport collide: A timeline of Taylor Swift’s NFL takeover,Nell Geraets,https://www.theage.com.au/culture/music/when-pop-culture-and-sport-collide-a-timeline-of-taylor-swift-s-nfl-takeover-20230926-p5e7lu.html?ref=rss&utm_medium=rss&utm_source=rss_culture,The Age,entertainment,"Swifties were immediately on high alert, with some capturing Swift and Kelce leaving the stadium together."
"Taylor Swift-Travis Kelce timeline: Everything to know about rumored romance between pop star, Chiefs TE",Shanna McCarriston,https://www.cbssports.com/nfl/news/taylor-swift-travis-kelce-timeline-everything-to-know-about-rumored-romance-between-pop-star-chiefs-te/,CBSSports.com,sports,"""Taylor Swift likes that Travis Kelce 'pursued her' and the two are having a 'great time getting to know each other,'"" a source told Entertainment Tonight."
Taylor Swift reveals secret start to her relationship with Travis Kelce,Amber Raiken,https://www.independent.co.uk/life-style/taylor-swift-travis-kelce-relationship-b2459441.html,The Independent - Life and Style,entertainment,"While Swift has attended a few of Kelce’s games since their relationship started, he’s also gone on to support her career."
Fans spot Travis Kelce wearing Taylor Swift-themed friendship bracelet before she attended his game,Amber Raiken,https://www.independent.co.uk/life-style/travis-kelce-taylor-swift-friendship-bracelet-b2419065.html,The Independent - Life and Style,entertainment,"The post came after Swift was seen enthusiastically cheering him on in the box seats at Arrowhead Stadium, fuelling speculation that she and the athlete are dating."
"Inter Miami vs FC Cincinnati live score, result, updates, highlights with Lionel Messi's MLS playoffs on line",Kyle Bonn,https://www.sportingnews.com/us/soccer/news/inter-miami-vs-fc-cincinnati-live-score-result-highlights-mls/6288f57a14a413f02512e266,Sporting News,sports,"Messi, who had missed the last four games due to injury, returned to play 35 minutes off the bench, but by the time he stepped on the pitch, Inter Miami’s early dominance in the match had come and gone."
"Inter Miami vs FC Cincinnati live score, result, updates, highlights with Lionel Messi's MLS playoffs on line",Kyle Bonn,https://www.sportingnews.com/us/soccer/news/inter-miami-vs-fc-cincinnati-live-score-result-highlights-mls/6288f57a14a413f02512e266,Sporting News,sports,2 hours to kickoff: A report from well-connected Argentine journalist Gaston Edul last night indicated that Inter Miami are likely to have Lionel Messi back for this match in some capacity.
"Watch Argentina vs Paraguay live stream, TV channel, lineups, betting odds for World Cup qualifying match",Kyle Bonn,https://www.sportingnews.com/us/soccer/news/watch-argentina-vs-paraguay-stream-tv-lineups-odds-qualifying/9852101b5448230da880d549,Sporting News,sports,"He is helping to usher in a youth movement up front for Argentina, with Julian Alvarez and Alejandro Garnacho considered the future of the forward line."
ASX set for bright start despite Wall Street slip; $A drops,Stan Choe,https://www.smh.com.au/business/markets/asx-set-for-bright-start-a-drops-20231206-p5epbi.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"With inflation down from its peak two summers ago, Wall Street is hopeful that the Federal Reserve may finally be done with its market-shaking hikes to interest rates and could soon turn to cutting them."
ASX to rise after interest rate hopes boost US shares,,https://www.smh.com.au/business/markets/asx-to-rise-after-interest-rate-hopes-boost-us-shares-20231106-p5ehsi.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"For investors around the world, the “Fed matters more than other central banks,” and weak US data is “the only game-changer for markets”, foreign-exchange strategists at Bank of America wrote in a BofA Global Research report."
ASX set to open lower as Wall Street closes September with more losses,Stan Choe,https://www.smh.com.au/business/markets/asx-set-to-open-lower-as-wall-street-closes-september-with-more-losses-20231002-p5e8zn.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"Postponements of such reports could complicate things for the Fed, which has insisted it will make upcoming decisions on interest rates based on what incoming data say about the economy."
Sam Bankman-Fried didn’t ask where the $8 billion went,Elizabeth Lopatto,https://www.theverge.com/2023/10/31/23940814/sam-bankman-fried-ftx-alameda-customer-funds-fraud-trial,The Verge,technology,"It was not until Judge Lewis Kaplan intervened to ask if Bankman-Fried had ever been told by Yedidia about that money, in words or in substance, that Bankman-Fried admitted he’d been told."
The FTX trial is bigger than Sam Bankman-Fried,Elizabeth Lopatto,https://www.theverge.com/2023/9/28/23893269/ftx-sam-bankman-fried-trial-evidence-crypto,The Verge,technology,"Before his fall, Bankman-Fried made himself out to be the Good Boy of crypto — the trustworthy face of a sometimes-shady industry."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
Office rents in Israel stay firm - for now,Anat-Daniely Lev,https://en.globes.co.il/en/article-1001464045#utm_source=RSS,Globes English | Israel Business Arena,business,"In the aforementioned situation, the company's management estimates that despite the damage to its revenue, which cannot yet be accurately estimated, they will be reflected in the company's annual NOI and FFO within the forecast."
'Too big to fail' Egypt faces economic crisis but has an anti-Gaza refugee policy. Israel and the U.S. hope that will change,"Mirette Magdy, Bloomberg",https://fortune.com/2023/10/22/will-egypt-take-palestinian-refugees-from-gaza-israel-hamas-war/,Fortune,business,That opens up opportunities for the most populous Arab nation as it wrestles with its worst economic outlook in decades and President Abdel-Fattah El-Sisi prepares for elections in less than two months’ time.
The jury finally hears from Sam Bankman-Fried,Elizabeth Lopatto,https://www.theverge.com/2023/10/27/23935683/sam-bankman-fried-ftx-fraud-direct-testimony-jury,The Verge,technology,"Because FTX had grown so much, he could no longer run both companies, he said."
Sam Bankman-Fried was a terrible boyfriend,Elizabeth Lopatto,https://www.theverge.com/2023/10/10/23912036/sam-bankman-fried-ftx-caroline-ellison-alameda-research,The Verge,technology,"It was Bankman-Fried’s decision, she said, as he was the CEO of FTX."
Sam Bankman-Fried didn’t ask where the $8 billion went,Elizabeth Lopatto,https://www.theverge.com/2023/10/31/23940814/sam-bankman-fried-ftx-alameda-customer-funds-fraud-trial,The Verge,technology,"It was not until Judge Lewis Kaplan intervened to ask if Bankman-Fried had ever been told by Yedidia about that money, in words or in substance, that Bankman-Fried admitted he’d been told."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
A timeline of Sam Altman’s firing from OpenAI — and the fallout,Kyle Wiggers,https://techcrunch.com/2023/11/18/a-timeline-of-sam-altmans-firing-from-openai-and-the-fallout/,TechCrunch,technology,"Altman has been telling investors that he’s planning to launch a new venture, according to The Information."
How ego and fear fuelled the rise of artificial intelligence,"Cade Metz, Karen Weise, Nico Grant and Mike Isaac",https://www.theage.com.au/business/entrepreneurship/how-ego-and-fear-fuelled-the-rise-of-artificial-intelligence-20231205-p5ep7j.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Age,business,"“There was no attempt to remove Sam Altman from OpenAI by the co-founders of Anthropic,” said an Anthropic spokesperson, Sally Aldous."
WTF is going on at OpenAI? We have theories,Devin Coldewey,https://techcrunch.com/2023/11/17/wtf-is-going-on-at-openai-sam-altman-fired/,TechCrunch,technology,"Based on the board’s language and the way these giant tech companies work, this is the prevailing theory floating around right now."
The best new TV series on every streaming service,Toussaint Egan,https://www.polygon.com/what-to-watch/23560732/best-new-tv-shows-netflix-prime-hbo-max-hulu-streaming,Polygon,entertainment,"We’re going to keep this post updated with the most recent series on each of the major streaming platforms that we liked, as well as some other options if our pick doesn’t sound like your particular jam."
NASCAR Might Have Just Saved Themselves With the $7.7 Billion Media Rights Deal,Priyank Mithani,https://www.essentiallysports.com/nascar-news-nascar-might-have-just-saved-themselves-with-the-seven-point-seven-billion-dollar-media-rights-deal/,Essentially Sports,sports,"With Amazon Prime, they had the leisure to explore the streaming arena and possibly get a glimpse of how it could look in the future."
"More from the US v Google trial: vertical search, pre-installs and the case of Firefox/Yahoo",Rebecca Bellan,https://techcrunch.com/2023/11/13/more-from-the-us-v-google-trial-vertical-search-pre-installs-and-the-case-of-firefox-yahoo/,TechCrunch,technology,"In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones."
Apple defends Google Search deal in court: ‘There wasn’t a valid alternative’,David Pierce,https://www.theverge.com/2023/9/26/23891037/apple-eddy-cue-testimony-us-google,The Verge,technology,The Justice Department is focused on the deals Google makes — with Apple but also with Samsung and Mozilla and many others — to ensure it is the default search engine on practically every platform.
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
The FTX trial is bigger than Sam Bankman-Fried,Elizabeth Lopatto,https://www.theverge.com/2023/9/28/23893269/ftx-sam-bankman-fried-trial-evidence-crypto,The Verge,technology,"Before his fall, Bankman-Fried made himself out to be the Good Boy of crypto — the trustworthy face of a sometimes-shady industry."
"Sex, Signal messages, and sabotaging FTX's code: SBF execs and Bahamas roommates tell all in court",,https://www.cnbc.com/2023/10/06/sex-signal-messages-and-sabotaging-ftxs-code-sbf-criminal-trial.html,Cnbc | World Business News Leader,business,"During cross-examination, Huang said Paradigm pressed Bankman-Fried on the board issue and was told he didn't want investors as directors but he did plan on having a board with experts."
Sam Bankman-Fried was a terrible boyfriend,Elizabeth Lopatto,https://www.theverge.com/2023/10/10/23912036/sam-bankman-fried-ftx-caroline-ellison-alameda-research,The Verge,technology,"It was Bankman-Fried’s decision, she said, as he was the CEO of FTX."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
5 things we learned so far about the Google antitrust case,Rebecca Bellan,https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/,TechCrunch,technology,The agreement also meant that Apple never switched to a Google competitor or allowed users to choose their browser when setting up their iPhones.
What we expect at Apple's Scary Fast event: M3-powered MacBook Pros and new iMacs,Kris Holt,https://www.engadget.com/what-we-expect-at-apples-scary-fast-event-m3-powered-macbook-pros-and-new-imacs-191549274.html?src=rss,Engadget,technology,"But, if rumors are to be believed, Apple's focus during the Scary Fast event will be on Macs and a fresh batch of chipsets to power them."
Apple defends Google Search deal in court: ‘There wasn’t a valid alternative’,David Pierce,https://www.theverge.com/2023/9/26/23891037/apple-eddy-cue-testimony-us-google,The Verge,technology,"Cue had two messages: Apple believes in protecting its users’ privacy, and it also believes in Google."
Tim Sweeney on Epic’s victory royale over Google,Sean Hollister,https://www.theverge.com/23996474/epic-tim-sweeney-interview-win-google-antitrust-lawsuit-district-court,The Verge,technology,"They use their store, their payments, they force developers to all have the same terms, they force OEMs and carriers to all have the same terms."
"NFL standings: Updated AFC, NFC playoff picture for Week 13 of 2023 season",Vinnie Iyer,https://www.sportingnews.com/us/nfl/news/nfl-standings-2023-playoff-picture-week-13/d51dfe0fbd879c7a1bbadb06,Sporting News,sports,"The Cowboys opened Week 13 by rallying to beat the Seahawks on Thursday night, keeping the heat on the losing Eagles ahead of them before hosting that team in Dallas in Week 14."
"Lions vs. Packers live score, updates, highlights from NFL 'Thursday Night Football' game",David Suggs,https://www.sportingnews.com/us/nfl/news/lions-packers-live-score-highlights-thursday-night-football/c8af29e6e4202ddb91a41437,Sporting News,sports,"Fueled by a stout defensive showing, a gritty run game and a bit of fairy dust from the likes of St. Brown, Sam LaPorta and Josh Reynolds, the Lions cruised to a 34-20 win over their hated NFC North rivals, Green Bay."
"Google fakes an AI demo, Grand Theft Auto VI goes viral and Spotify cuts jobs",Kyle Wiggers,https://techcrunch.com/2023/12/09/google-fakes-an-ai-demo-grand-theft-auto-vi-goes-viral-and-spotify-cuts-jobs/,TechCrunch,technology,"But it didn’t release the full model, Gemini Ultra — only a “lite” version called Gemini Pro."
Early impressions of Google’s Gemini aren’t great,Kyle Wiggers,https://techcrunch.com/2023/12/07/early-impressions-of-googles-gemini-arent-great/,TechCrunch,technology,"In blog posts and press materials, Google touted Gemini’s superior architecture and capabilities, claiming that the model meets or exceeds the performance of other leading gen AI models like OpenAI’s GPT-4."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
"Meltwater, the media monitoring startup, gets a $65M investment from Verdane",Ingrid Lunden,https://techcrunch.com/2023/12/18/meltwater-verdine-fountain-venture/,TechCrunch,technology,The first of these is the fact that tech companies continue to see huge pressure on their valuations.
"Earnings week ahead: DocuSign, NIO, Broadcom, GameStop and more",,https://seekingalpha.com/news/4042262-earnings-week-ahead-docusign-nio-broadcom-gamestop-and-more?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Seeking Alpha,business,"With a 10% surge in the stock this year, Seeking Alpha's Quant Rating system suggests a Hold, expressing concerns about valuation."
The restaurant nearest Google,Mia Sato,https://www.theverge.com/2023/10/26/23931825/google-search-local-seo-thai-food-near-me-maps,The Verge,technology,"Google’s public documentation says it uses three categories to rank results that are local to a searcher: relevance, distance, and prominence."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"Google unveils new hardware: This week was Google’s annual hardware event, where the search and consumer tech giant showed off what it’s been working on."
Early impressions of Google’s Gemini aren’t great,Kyle Wiggers,https://techcrunch.com/2023/12/07/early-impressions-of-googles-gemini-arent-great/,TechCrunch,technology,"Google compared the performance of Gemini Pro to GPT-4’s predecessor, GPT-3.5, a model that’s around a year old."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
"OpenAI hosts a dev day, TechCrunch reviews the M3 iMac and MacBook Pro, and Bumble gets a new CEO",Kyle Wiggers,https://techcrunch.com/2023/11/11/openai-hosts-a-dev-day-techcrunch-reviews-the-m3-imac-and-macbook-air-and-bumble-gets-a-new-ceo/,TechCrunch,technology,"Some of the more notable items announced were tools to create custom “GPTs” (i.e., domain-specific chatbots), new text-to-speech models, an API for the text-to-image model DALL-E 3, and an improved version of OpenAI’s flagship model, GPT-4, called GPT-4 Turbo."
OpenAI buffs safety team and gives board veto power on risky AI,Devin Coldewey,https://techcrunch.com/2023/12/18/openai-buffs-safety-team-and-gives-board-veto-power-on-risky-ai/,TechCrunch,technology,"Though that’s likely also true in this case, the recent leadership fracas and evolving AI risk discussion warrant taking a look at how the world’s leading AI development company is approaching safety considerations."
ChatGPT: Everything you need to know about the AI-powered chatbot,Alyssa Stringer,https://techcrunch.com/2023/09/28/chatgpt-everything-to-know-about-the-ai-chatbot/,TechCrunch,technology,OpenAI announced that GPT-4 with vision will become available alongside the upcoming launch of GPT-4 Turbo API.
FanDuel 'Prop Stars' Picks: Best bets for Travis Kelce & Taylor Swift-inspired props for Chiefs-Jets Week 4,Nick Brinkerhoff,https://www.sportingnews.com/us/nfl/news/best-chiefs-jets-prop-stars-bets-fanduel-kelce-swift-snf/581275901fe0e3011cdcb562,Sporting News,sports,"For bettors, where there is hype, there's also an opportunity to make some money."
Prop Betting - What is a Prop Bet?,Martin Derbyshire,https://www.sportingnews.com/us/betting/news/prop-betting/eca08189bf4e5c58e02bfeda,Sporting News,sports,"You can also bet on team props, such as whether a team will lead at the end of a certain quarter or an over/under bet on the total number of points the team will score in the game."
5 things we learned so far about the Google antitrust case,Rebecca Bellan,https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/,TechCrunch,technology,"Monday’s trial hearing revealed plenty of juicy tidbits, including the $26.3 billion Google spent making itself the default search engine across platforms in 2021, how Google tried to take it further and have Chrome preinstalled on iPhones and more."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
"Fantasy Football WR PPR Rankings Week 14: Who to start, best sleepers at wide receiver",Nick Musial,https://www.sportingnews.com/us/fantasy/news/fantasy-football-wr-ppr-rankings-week-14-wide-receiver/61c46f5567ecacb64e039100,Sporting News,sports,"The league's leading receiver, Tyreek Hill (vs. Titans in Week 14), stands as the unquestioned WR1 for Week 14 after torching the Commanders to the tune of five catches, 157 yards, and two TDs."
"Fantasy Football Week 16 Wide Receiver Preview: Waiver adds, DFS plays, and more",Heath Cummings,https://www.cbssports.com/fantasy/football/news/fantasy-football-week-16-wide-receiver-preview-waiver-adds-dfs-plays-and-more/,CBSSports.com,sports,"-- After missing last week's game, Tyreek Hill now needs to average almost 153 yards per game in his final three to reach his stated goal of 2,000 receiving yards this season."
"NFL awards odds: Six longshots bettors should consider for MVP, OPOY, DPOY and more",Travis Pulver,https://www.sportingnews.com/us/betting/news/nfl-awards-odds-longshots-mvp-opoy-dpoy/ed7dc8b5ba19eb3e71c53349,Sporting News,sports,"Of Miami's five remaining opponents, four have pass defenses ranked in the league's top eight."
ASX set for bright start despite Wall Street slip; $A drops,Stan Choe,https://www.smh.com.au/business/markets/asx-set-for-bright-start-a-drops-20231206-p5epbi.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,Hope has been rising on Wall Street recently that the US economy is slowing from its recent hot pace by just the right amount.
ASX rises after Wall Street gains on rate optimism; Oil drops,Rita Nazareth and Sinéad Carew,https://www.smh.com.au/business/markets/asx-rises-after-wall-street-gains-on-rate-optimism-oil-drops-20231011-p5eba1.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,Billionaire investor Paul Tudor Jones told CNBC the current geopolitical environment was the “most threatening and challenging” he’d ever seen following Hamas’s attack on Israel over the weekend and predicted the US will enter into a recession early next year.
"Bears vs. Vikings live score, updates, highlights from NFL 'Monday Night Football' game",Dan Treacy,https://www.sportingnews.com/us/nfl/news/bears-vikings-live-score-highlights-monday-night-football/9e0ddaf702f99e7aec9645db,Sporting News,sports,"A loss would mean the Packers, Rams and Saints only trail Minnesota by a half-game in the wild card race, while a win would keep the Vikings well within striking distance in the NFC North."
"Bears vs. Vikings live score, updates, highlights from NFL 'Monday Night Football' game",Dan Treacy,https://www.sportingnews.com/us/nfl/news/bears-vikings-live-score-highlights-monday-night-football/9e0ddaf702f99e7aec9645db,Sporting News,sports,"They want more than three points, but it's early enough that they absolutely could settle for a field goal if it got to that point."
"NFL Fantasy Football Week 5 Lineup Decisions: Starts, Sits, Sleepers, Busts to know for every game",Dave Richard,https://www.cbssports.com/fantasy/football/news/nfl-fantasy-football-week-5-lineup-decisions-starts-sits-sleepers-busts-to-know-for-every-game/,CBSSports.com,sports,Week 4 was the first time all year the Vikings DIDN'T throw the ball on at least 69% of their snaps.
"NFL power rankings: Lions, 49ers level up; Texans jump Bengals, Bills; Jets, Patriots sink to bottom for Week 11",Vinnie Iyer,https://www.sportingnews.com/us/nfl/news/nfl-power-rankings-lions-49ers-texans-jets-patriots/7b7ee6be935efc3c735d72ac,Sporting News,sports,"The new man on the Vikings, Josh Dobbs, keeps producing the same results they were enjoying offensively with Kirk Cousins, thanks to more help from the running game for Kevin O'Connell and the defense overall under Brian Flores."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
Deepfake election risks trigger EU call for more generative AI safeguards,Natasha Lomas,https://techcrunch.com/2023/09/26/generative-ai-disinformation-risks/,TechCrunch,technology,Over the next six months Google’s report states it has no additional measures planned for YouTube.
"Europe’s artists and labels could lose $137m annually to US recorded music rightsholders if EU law isn’t changed, trade groups warn",Daniel Tencer,https://www.musicbusinessworldwide.com/europes-artists-and-labels-could-lose-137m-annually-to-us-recorded-music-rightsholders-if-eu-law-isnt-changed-trade-groups-warn/,Music Business Worldwide,business,The artists’ groups noted in their statement on Tuesday that the European Commission “has on several occasions acknowledged concerns about the impact of the ruling and made clear its intention to find a balanced solution.
Amazon’s iRobot purchase sucks up formal competition concerns in EU,Natasha Lomas,https://techcrunch.com/2023/11/27/eu-amazon-irobot-statement-of-objections/,TechCrunch,technology,We continue to work through the process with the European Commission and are focused on addressing its questions and any identified concerns at this stage.
European consumer groups band together to fight Meta’s self-serving ad-free sub — branding it ‘unfair’ and ‘illegal’,Natasha Lomas,https://techcrunch.com/2023/11/29/beuc-cpc-meta-complaint/,TechCrunch,technology,"The process also loops in the European Commission to help facilitate dialogue, assess issues and bring pressure to bear on unfair practices."
"Elon Musk’s X faces first DSA probe in EU over illegal content risks, moderation, transparency and deceptive UX design",Natasha Lomas,https://techcrunch.com/2023/12/18/x-dsa-probe/,TechCrunch,technology,Its earlier actions were focused on concerns about the spread of illegal content and disinformation related to the Israel-Hamas war.
